"X.Plant_ID","Scientific_Name","Common_Name","Family","Genus","Species","Infraspecies","Native","CoC","Endemic","Persisting","Status_State","nwpl_ncne","State_Rank","Global_Rank","Habitat","Growth_Habit","Duration"
2609,"Ranunculus caricetorum","northern swamp buttercup, northern swamp crowfoot","Ranunculaceae","Ranunculus","caricetorum","","Y",7,"N","Y","","FAC","S5","G5T5","Swamps, rich fens, marshes, wet thickets, and edges of lakes in inundated to saturated mucky soils.","Forb/herb","Perennial"
2608,"Ranunculus fascicularis","early buttercup, early crowfoot","Ranunculaceae","Ranunculus","fascicularis","","Y",8,"N","Y","","FACU","S5","G5","Dry-mesic forests and forest edges, alvar habitats, and summits of cliffs and rock outcrops. Primarily in open to partly shaded dry to dry-mesic calcareous habitats.","Forb/herb","Perennial"
2606,"Ranunculus flabellaris","yellow water buttercup, yellow water crowfoot","Ranunculaceae","Ranunculus","flabellaris","","Y",8,"N","Y","","OBL","S5","G5","","Forb/herb","Perennial"
2602,"Ranunculus hispidus","woodland buttercup, woodland crowfoot","Ranunculaceae","Ranunculus","hispidus","","Y",7,"N","Y","","FAC","S5","G5T5","Dry-mesic to mesic forested slopes and summits, and thickets in thin rocky calcareous to circumneutral soils.","Forb/herb","Perennial"
7647,"Ranunculus longirostris","long-beaked white water buttercup","Ranunculaceae","Ranunculus","longirostris","","Y",NA,"N","Y","","OBL","S5","G5","","",""
6283,"Ranunculus pensylvanicus","bristly buttercup, bristly crowfoot","Ranunculaceae","Ranunculus","pensylvanicus","","Y",2,"N","Y","","OBL","S5","","","Herbaceous","Annual"
2566,"Ranunculus recurvatus var. recurvatus","hooked buttercup, hooked crowfoot","Ranunculaceae","Ranunculus","recurvatus","var. recurvatus","Y",6,"N","Y","","FACW","S5","G5","Mesic to wet-mesic hardwood forests and less frequently hummocks in swamps.","Forb/herb","Perennial"
6280,"Ranunculus sceleratus var. sceleratus","cursed buttercup, cursed crowfoot","Ranunculaceae","Ranunculus","sceleratus","var. sceleratus","Y",3,"N","Y","","OBL","SNR","","Ditches, wet waste places, disturbed sites, edges of streams and lakes, and wet forests.","Herbaceous","Annual"
2620,"Rhamnus alnifolia","alder-leaved buckthorn","Rhamnaceae","Rhamnus","alnifolia","","Y",9,"N","Y","","OBL","S4","G5","Rich fens, swamps, and occasionally on dry calcareous rock outcrops. Primarily a wetland species but at times growing in xeric soils. At least in the southern and warmer parts of New York, this species is a strong calciphile.","Shrub","Perennial"
1351,"Rhododendron groenlandicum","Labrador tea","Ericaceae","Rhododendron","groenlandicum","","Y",9,"N","Y","","OBL","S4S5","","Bogs, wet peaty sub-alpine forest openings, and rocky high elevation sites.","Shrub","Perennial"
1341,"Rhododendron maximum","great rosebay, great laurel","Ericaceae","Rhododendron","maximum","","Y",9,"N","Y","","FAC","S4","G5","Swamps, edges of ponds, and occasionally in wet forests. In central and western New York it is restricted to small disjunct patches in cool swamps. In southeastern New York it becomes more common.","Tree, Shrub","Perennial"
1343,"Rhododendron periclymenoides","pinxter flower","Ericaceae","Rhododendron","periclymenoides","","Y",7,"N","Y","","FAC","S5","G5","","Shrub","Perennial"
1339,"Rhododendron prinophyllum","early azalea","Ericaceae","Rhododendron","prinophyllum","","Y",6,"N","Y","","FAC","S5","G5","Dry to dry-mesic forests, forest edges, bluffs, hummocks and edges of swamps, and utility rights-of-way. Primarily a species of slightly open dry acidic oak dominated forests but also somewhat frequent on hummocks in swamps.","Shrub","Perennial"
70,"Rhus glabra","smooth sumac","Anacardiaceae","Rhus","glabra","","Y",3,"N","Y","","","S5","G5","A pioneer species.  Similar habitat to R. typhina but perhaps a little less common.  Old fields, edges of fields, roadsides, shrubby thickets, stream banks, and edges of forests.","Tree, Shrub","Perennial"
67,"Rhus typhina","staghorn sumac","Anacardiaceae","Rhus","typhina","","Y",1,"N","Y","","","S5","G5","A pioneer species.  Old  fields, edges of fields, roadsides, shrubby thickets, open stream banks, and edges of forests.","Tree","Perennial"
1103,"Rhynchospora alba","white beak sedge","Cyperaceae","Rhynchospora","alba","","Y",10,"N","Y","","OBL","S5","G5","Peatlands both basic and acidic including rich fens, poor fens, and acidic bogs. In these habitats it grows in heavily saturated and inundated soils often where the mat is not as well formed advising the botanist not to step in these areas.","Graminoid","Perennial"
1104,"Rhynchospora capillacea","hair beak sedge","Cyperaceae","Rhynchospora","capillacea","","Y",10,"N","Y","","OBL","S4","G4","Calcareous seepy cliffs and rich fens sometimes along and in rivulets through these fens.","Graminoid","Perennial"
1561,"Ribes americanum","wild black currant","Grossulariaceae","Ribes","americanum","","Y",6,"N","Y","","FACW","S5","G5","Floodplain forests, thickets, and stream edges. Often in deep well drained alluvium.","Shrub","Perennial"
1564,"Ribes cynosbati","prickly gooseberry, dogberry","Grossulariaceae","Ribes","cynosbati","","Y",6,"N","Y","","FACU","S5","G5","Mesic hardwood forests, successional forests, forest edges, and thickets. Mostly in somewhat to very calcareous soils.","Shrub","Perennial"
1560,"Ribes glandulosum","skunk currant","Grossulariaceae","Ribes","glandulosum","","Y",8,"N","Y","","FACW","S5","G5","Swamps, shrub swamps, seepage areas, and marshes. Mostly at least in part shade. More common in the northern and cooler parts of New York.","Shrub","Perennial"
1565,"Ribes hirtellum","northern gooseberry","Grossulariaceae","Ribes","hirtellum","","Y",7,"N","Y","","FACW","S5","G5","Open and shrubby rich fens and rich swamps.","Shrub","Perennial"
1562,"Ribes triste","swamp red currant","Grossulariaceae","Ribes","triste","","Y",8,"N","Y","","OBL","S5","G5","Cool swamps, edges of streams, wet thickets, and wet cool hardwood-coniferous and coniferous forests. Most abundant and common in the cooler and more northern parts of New York.","Shrub","Perennial"
6464,"Rorippa palustris ssp. palustris","marsh yellow cress","Brassicaceae","Rorippa","palustris","ssp. palustris","Y",3,"N","Y","","OBL","S4","","","Herbaceous","Biennial"
2744,"Rosa carolina ssp. carolina","eastern pasture rose","Rosaceae","Rosa","carolina","ssp. carolina","Y",2,"N","Y","","FACU","SNR","G5T5","Edges of forests, thin canopied forests, woodlands, edges of paths and dirt roads through forests, successional fields, and forests openings. Generally in dry to dry-mesic soils.","Subshrub, Shrub","Perennial"
2737,"Rosa palustris","swamp rose","Rosaceae","Rosa","palustris","","Y",9,"N","Y","","OBL","S5","G5","Swamps, edges of streams and lakes, marshes, and rich shrubby fens.","Shrub","Perennial"
2736,"Rosa setigera","Ozark rose, climbing rose","Rosaceae","Rosa","setigera","","Y",1,"N","Y","","FACU","SNR","G5T5?","","Vine, Shrub","Perennial"
2750,"Rosa virginiana","Virginia rose","Rosaceae","Rosa","virginiana","","Y",4,"N","Y","","FAC","S4","G5","","Shrub","Perennial"
2747,"Rubus allegheniensis","common blackberry","Rosaceae","Rubus","allegheniensis","","Y",3,"N","Y","","FACU","S5","G5","Forest edges, logged forests, thickets, dirt road sides, and disturbed soils in forests.","Shrub","Perennial"
2757,"Rubus flagellaris","northern dewberry","Rosaceae","Rubus","flagellaris","","Y",1,"N","Y","","FACU","S5","G5","Roadsides, edges of railroads, talus slopes, forest openings, open rocky summits, and bluffs.","Shrub","Perennial"
2756,"Rubus hispidus","swamp dewberry","Rosaceae","Rubus","hispidus","","Y",7,"N","Y","","FACW","S5","G5","Cool swamps and swamp edges, peatlands, wet-mesic to cool mesic forests, and roadsides often in mosses.","Shrub","Perennial"
2755,"Rubus idaeus ssp. strigosus","American red raspberry","Rosaceae","Rubus","idaeus","ssp. strigosus","Y",3,"N","Y","","FACU","S5","G5T5","Logged forests, forest openings, tip-up mounds at bases of fallen trees, roadsides, disturbed sites, talus slopes, and rocky openings. Very common and widespread in the cooler parts of New York and less widespread and more of a habitat specialist in the warmer parts of the state.","Shrub","Perennial"
2751,"Rubus occidentalis","black raspberry","Rosaceae","Rubus","occidentalis","","Y",3,"N","Y","","","S5","G5","Successional and disturbed forests, floodplain forests, forest edges, openings in forests, thickets, stream banks, and roadsides.","Shrub","Perennial"
2759,"Rubus odoratus","purple-flowering raspberry","Rosaceae","Rubus","odoratus","","Y",7,"N","Y","","","S5","G5","Forest edges, talus slopes, mesic rocky outcrops, disturbed soils in forests, and thickets. Generally in wet-mesic or sometimes mesic soils and often in at least partly shaded habitats.","Shrub","Perennial"
6534,"Rubus pubescens","dwarf raspberry","Rosaceae","Rubus","pubescens","","Y",8,"N","Y","","FACW","S5","","Swamps, wet thickets, peatlands, and cool mesic to wet-mesic forests often in mosses.","Shrub","Perennial"
6508,"Rubus repens","dewdrop","Rosaceae","Rubus","repens","","Y",9,"N","Y","","FAC","S4","","Cool hardwood and coniferous forests as well as hummocks in forested swamps. Predominately in shaded habitats with wet-mesic soils.","Herbaceous","Perennial"
7026,"Rudbeckia laciniata var. laciniata","green-headed coneflower","Asteraceae","Rudbeckia","laciniata","var. laciniata","Y",5,"N","Y","","FACW","S5","","Alluvial forests and thickets, wet talus slopes, edges of streams, and wet thickets.","Herbaceous","Perennial"
2445,"Rumex altissimus","pale dock","Polygonaceae","Rumex","altissimus","","Y",10,"N","Y","","FACW","S5","G5","","Forb/herb","Perennial"
2470,"Rumex britannica","great water dock","Polygonaceae","Rumex","britannica","","Y",7,"N","Y","","OBL","S5","G5","Marshes, swamps, and wet thickets. Often in unshaded to partly shaded habitats. Sometimes forming large populations.","Forb/herb","Perennial"
2476,"Rumex triangulivalvis","white dock","Polygonaceae","Rumex","triangulivalvis","","Y",4,"N","Y","","FAC","S5","G5T5","","Forb/herb","Perennial"
2475,"Rumex verticillatus","swamp dock","Polygonaceae","Rumex","verticillatus","","Y",6,"N","Y","","OBL","S5","G5","","Forb/herb","Perennial"
45,"Sagittaria graminea ssp. graminea","grass-leaved arrowhead","Alismataceae","Sagittaria","graminea","ssp. graminea","Y",8,"N","Y","","OBL","S5","G5TNR","","Forb/herb","Perennial"
44,"Sagittaria latifolia","common arrowhead","Alismataceae","Sagittaria","latifolia","","Y",3,"N","Y","","OBL","S5","G5","Perhaps our most common Sagittaria this species occurs in a wide variety of wetlands.  It often occurs in standing water and occasionally on seasonally exposed soils.  Margins of ponds and streams, marshes, ditches and channels.","Forb/herb","Perennial"
43,"Sagittaria rigida","sessile-fruited arrowhead","Alismataceae","Sagittaria","rigida","","Y",6,"N","Y","","OBL","S5","G5","Edges of ponds.","Forb/herb","Perennial"
2861,"Salix amygdaloides","peach-leaved willow","Salicaceae","Salix","amygdaloides","","Y",3,"N","Y","","FACW","S4","G5","Edges of lakes, floodplain forests, and streamsides.","Tree, Shrub","Perennial"
2887,"Salix bebbiana","Bebb’s willow","Salicaceae","Salix","bebbiana","","Y",3,"N","Y","","FACW","S5","G5","Swamps, rich fens, wet thickets, wet successional fields, roadsides, ditches, marshes, vernal pools, and edges of lakes and streams.","Tree, Shrub","Perennial"
2889,"Salix discolor","pussy willow","Salicaceae","Salix","discolor","","Y",3,"N","Y","","FACW","S5","G5","Swamps, rich fens, wet thickets, wet successional fields, roadsides, ditches, marshes, vernal pools, and edges of lakes and streams.","Tree, Shrub","Perennial"
2862,"Salix eriocephala","heart-leaved willow, Missouri willow","Salicaceae","Salix","eriocephala","","Y",3,"N","Y","","FACW","S5","","Swamps, wet thickets, wet successional fields, roadsides, ditches, marshes, and edges of lakes and streams.","Tree, Shrub","Perennial"
2885,"Salix humilis var. humilis","prairie willow, upland willow","Salicaceae","Salix","humilis","var. humilis","Y",4,"N","Y","","FACU","S5","G5T5","Forest edges, forest openings, occasionally in thin forests, successional fields, utility rights-of-way, ditches, and perhaps sparsely in wetlands.","Shrub","Perennial"
2881,"Salix interior","sandbar willow","Salicaceae","Salix","interior","","Y",5,"N","Y","","FACW","S5","G5","Streams and stream edges (sometimes in fast moving shallow water), exposed gravel and sand bars in streams, gravel and sand pits/mines, and coarse grained soils at edges of lakes.","Tree","Perennial"
6415,"Salix lucida","shining willow","Salicaceae","Salix","lucida","","Y",5,"N","Y","","FACW","S5","","Shrub swamps, stream and lake edges, rich fens, ditches, and wet thickets. Populations are often isolated and small.","Tree","Perennial"
2886,"Salix nigra","black willow","Salicaceae","Salix","nigra","","Y",5,"N","Y","","OBL","S5","G5","Edges of rivers and streams, wet thickets, marshes, low and floodplain forests, and edges of lakes.","Tree","Perennial"
2868,"Salix pedicellaris","bog willow","Salicaceae","Salix","pedicellaris","","Y",10,"N","Y","","OBL","S5","G5","Open or shrubby peatlands including rich fens and bogs. Occasionally in slightly forested peatlands.","Shrub","Perennial"
2888,"Salix petiolaris","meadow willow","Salicaceae","Salix","petiolaris","","Y",5,"N","Y","","FACW","S5","G5","Shrub swamps including rich shrubby fens, wet thickets, and edges of streams and lakes.","Tree, Shrub","Perennial"
2874,"Salix sericea","silky willow","Salicaceae","Salix","sericea","","Y",5,"N","Y","","OBL","S5","G5","Swamps, rich fens, wet thickets, wet successional fields, roadsides, ditches, marshes, and edges of lakes and streams.","Tree, Shrub","Perennial"
2872,"Salix serissima","autumn willow","Salicaceae","Salix","serissima","","Y",9,"N","Y","","OBL","S5","G4","Rich herb or shrub dominated fens and calcareous swamps.","Tree, Shrub","Perennial"
730,"Sambucus nigra ssp. canadensis","common elderberry","Viburnaceae","Sambucus","nigra","ssp. canadensis","Y",4,"N","Y","","FACW","S5","G5T5?","Marshes, thickets, and stream banks. Mostly in non or only slightly shaded habitats and usually wet or seasonally flooded (sometimes mesic) soils.","Shrub","Perennial"
703,"Sambucus racemosa","red elderberry","Viburnaceae","Sambucus","racemosa","","Y",6,"N","Y","","FACU","S5","G5T4T5","Cool mesic forests, rocky forested slopes, roadsides in cooler parts of the state, and thickets. Mostly in shaded habitats.","Shrub","Perennial"
2539,"Samolus valerandi","water pimpernel, brookweed","Primulaceae","Samolus","valerandi","","Y",4,"N","Y","","OBL","S4","G5T5","Brackish marshes (including tidal ones) and pond and wetland edges.","Forb/herb",""
2063,"Sanguinaria canadensis","bloodroot","Papaveraceae","Sanguinaria","canadensis","","Y",6,"N","Y","","FACU","S4","G5","Rich mesic to dry-mesic hardwood forests. In more acidic regions it often occurs in rocky sites.","Forb/herb","Perennial"
6537,"Sanguisorba canadensis","Canadian burnet","Rosaceae","Sanguisorba","canadensis","","Y",9,"N","Y","","FACW","S5","","Rich fens, river and ice scour meadows along rivers, and stream banks.","Herbaceous","Perennial"
94,"Sanicula canadensis var. canadensis","common Canada sanicle, common Canada snakeroot","Apiaceae","Sanicula","canadensis","var. canadensis","Y",7,"N","Y","","FACU","S5","G5","Mesic forests and thickets at least sometimes in rich sites.","Forb/herb","Biennial"
95,"Sanicula marilandica","Maryland sanicle, Maryland snakeroot","Apiaceae","Sanicula","marilandica","","Y",6,"N","Y","","FACU","S5","G5","Rich mesic forests, alluvial forests, and occasionally hummocks in rich swamps.  This is perhaps our most common Sanicula and occurs in the widest array of habitats.","Forb/herb","Perennial"
90,"Sanicula odorata","clustered sanicle, clustered snakeroot","Apiaceae","Sanicula","odorata","","Y",7,"N","Y","","FAC","S5","G5","Rich deciduous and floodplain forests.","Forb/herb","Perennial"
79,"Sanicula trifoliata","large-fruited sanicle, large-fruited snakeroot","Apiaceae","Sanicula","trifoliata","","Y",NA,"N","Y","","","S5","G4","","Forb/herb","Perennial"
6370,"Sarracenia purpurea","purple pitcherplant","Sarraceniaceae","Sarracenia","purpurea","","Y",9,"N","Y","","OBL","SNR","","Acidic to alkaline peatlands.","Herbaceous","Perennial"
6276,"Sassafras albidum","sassafras","Lauraceae","Sassafras","albidum","","Y",4,"N","Y","","FACU","S5","","Mesic to dry forests, edges of forests, woodlands, talus slopes, bluffs, sand dunes, dry stream banks, pastures, hedge rows, successional fields, and road banks. Often in sandy or gravely soils.","Tree","Perennial"
2892,"Saururus cernuus","lizard’s tail","Saururaceae","Saururus","cernuus","","Y",6,"N","Y","","OBL","S5","G5","Shallow water at edges of slow moving streams, edges of lakes, wet areas in bottomland and riparian forests, swamps, and swamp openings. Sometimes forming large dense populations.","Forb/herb","Perennial"
2349,"Schizachne purpurascens","false melic grass","Poaceae","Schizachne","purpurascens","","Y",8,"N","Y","","FACU","S5","G5","Mesic to dry-mesic forested sites often in rocky, high pH well-drained soils.","Graminoid","Perennial"
2187,"Schizachyrium scoparium var. scoparium","little bluestem","Poaceae","Schizachyrium","scoparium","var. scoparium","Y",4,"N","Y","","FACU","S5","G5T5","Rocky summits, openings in woodlands and thin canopied forests, successional fields, roadsides, stream banks, and pine barrens. Generally in open dry sites.","Graminoid","Perennial"
1102,"Schoenoplectus pungens var. pungens","three-square bulrush","Cyperaceae","Schoenoplectus","pungens","var. pungens","Y",6,"N","Y","","OBL","S5","G5","Edge of lakes, streams, rivers, and ponds; and marshes. In fresh to brackish water including inland salt marshes. Often in gravel, sand, or coarse soils.","Graminoid","Perennial"
1118,"Schoenoplectus subterminalis","water bulrush","Cyperaceae","Schoenoplectus","subterminalis","","Y",10,"N","Y","","OBL","S5","G4G5","Often submerged except for the emergent inflorescences. The leaves are often flaccid. In slow moving streams and edges of lakes.","Graminoid","Perennial"
1119,"Schoenoplectus tabernaemontani","soft-stemmed bulrush","Cyperaceae","Schoenoplectus","tabernaemontani","","Y",4,"N","Y","","OBL","S5","G5","Emergent in marshes; edges of lakes, ponds, and slow-moving streams; fens; roadside ditches; and disturbed inundated soils. One of the most common Schoenoplectus in at least parts of New York, it grows in pristine rare habitats like rich fens as well as in disturbed areas. It usually is emergent from perennially inundated soils to sometimes only seasonally inundated soils.","Graminoid","Perennial"
1120,"Schoenoplectus torreyi","Torrey’s bulrush","Cyperaceae","Schoenoplectus","torreyi","","Y",10,"N","Y","","OBL","S1S2","G5?","","Graminoid","Perennial"
1123,"Scirpus atrovirens","dark-green bulrush","Cyperaceae","Scirpus","atrovirens","","Y",2,"N","Y","","OBL","S5","G5?","Marshes, openings in swamps, roadside ditches, and less frequently wet fields. Often but not always in somewhat wetter more native and less disturbed habitats than S. hattorianus.","Graminoid","Perennial"
1124,"Scirpus cyperinus","common wool grass","Cyperaceae","Scirpus","cyperinus","","Y",4,"N","Y","","OBL","S5","G5","Marshes, edges of ponds, openings in swamps, wet fields, and wet ditches. Except perhaps in the northern parts of New York the most common of the wool grasses (S. atrocinctus, S. cyperinus, and S. pedicellatus).","Graminoid","Perennial"
1086,"Scirpus microcarpus","barber-pole bulrush","Cyperaceae","Scirpus","microcarpus","","Y",6,"N","Y","","OBL","S5","G5","Marshes, open swamps, wet logging roads, and wet ditches. In high to low pH sites including rich Thuja occidentalis swamps.","Graminoid","Perennial"
1114,"Scirpus pedicellatus","stalked wool grass","Cyperaceae","Scirpus","pedicellatus","","Y",7,"N","Y","","OBL","S5","G4","Marshes, sedge meadows, edges of streams, and wet logging roads.","Graminoid","Perennial"
1077,"Scirpus pendulus","pendulous bulrush","Cyperaceae","Scirpus","pendulus","","Y",1,"N","Y","","OBL","S5","G5","Wet fields, roadsides ditches, and disturbed wet-mesic soils. Mostly in association with calcareous soils. Usually in only seasonally saturated or inundated soils.","Graminoid","Perennial"
1078,"Scirpus polyphyllus","leafy bulrush","Cyperaceae","Scirpus","polyphyllus","","Y",6,"N","Y","","OBL","S5","G5","Marshes and openings in swamps.","Graminoid","Perennial"
2909,"Scrophularia lanceolata","lance-leaved figwort","Scrophulariaceae","Scrophularia","lanceolata","","Y",5,"N","Y","","FACU","S5","G5","Dry-mesic to mesic thin canopied forests, woodlands, and forest edges. Predominately in thin or well drained rocky soils.","Forb/herb","Perennial"
6835,"Scrophularia marilandica","carpenter’s square","Scrophulariaceae","Scrophularia","marilandica","","Y",5,"N","Y","","FACU","S4","","Floodplain forests and thickets, banks of streams, gravel bars in streams, edges of dirt roads, and occasionally in mesic hardwood forests.","Herbaceous","Perennial"
1764,"Scutellaria galericulata","marsh skullcap","Lamiaceae","Scutellaria","galericulata","","Y",6,"N","Y","","OBL","S5","G5","Openings in swamps, marshes, and edges of ponds and streams.","Forb/herb","Perennial"
1718,"Scutellaria lateriflora","mad dog skullcap","Lamiaceae","Scutellaria","lateriflora","","Y",7,"N","Y","","OBL","S5","G5","Seeps in forests, swamps, marshes, and edges of streams. Occurs in both shaded and unshaded wet habitats.","Forb/herb","Perennial"
6929,"Scutellaria parvula var. missouriensis","Leonard’s skullcap","Lamiaceae","Scutellaria","parvula","var. missouriensis","Y",10,"N","Y","","FACU","S1","G4T4","","Herbaceous","Perennial"
6257,"Selaginella apoda","meadow spikemoss","Selaginellaceae","Selaginella","apoda","","Y",6,"N","Y","","FACW","SNR","","Rich fens, seepages, wet utility rights-of-way, wet non-shaded thickets, and stream banks. Often where the adjacent herbaceous vegetation is thin.","lycophyte","Perennial"
1464,"Senna hebecarpa","northern wild senna","Fabaceae","Senna","hebecarpa","","Y",4,"N","Y","","FACW","S4","G5","Edge of forests, thickets, roadsides, and disturbed soils.","Forb/herb","Perennial"
1288,"Shepherdia canadensis","Canada buffalo berry","Elaeagnaceae","Shepherdia","canadensis","","Y",8,"N","Y","","UPL","S4","G5","Calcareous rocky open bluffs and ledges. Fairly local and populations are usually small.","Shrub","Perennial"
6407,"Sicyos angulatus","bur cucumber","Cucurbitaceae","Sicyos","angulatus","","Y",5,"N","Y","","FACW","S5","","Bottomland forests and thickets, and pond margins. Occurs in deep rich mesic to wet-mesic forests. Similar habitat affinities to Echinocystis lobata.","Vine","Annual"
774,"Silene antirrhina","sleepy catchfly","Caryophyllaceae","Silene","antirrhina","","Y",3,"N","Y","","","S5","G5","Rocky summits, outcrops, and slopes; thin talus slopes, woodlands, roadsides, railroad edges, and disturbed soils. Mostly a plant of native dry rocky open habitats although also found in more disturbed non-native habitats. In dry years plants senesce early.","Forb/herb","Annual"
6672,"Sisyrinchium angustifolium","narrow-leaved blue-eyed grass","Iridaceae","Sisyrinchium","angustifolium","","Y",1,"N","Y","","FAC","S5","","Fields, pastures, thickets, successional shrub lands, and occasionally gaps and openings in forests. Mostly in fields in unshaded habitats.","Herbaceous","Perennial"
1620,"Sisyrinchium montanum","mountain blue-eyed grass","Iridaceae","Sisyrinchium","montanum","","Y",1,"N","Y","","FAC","S5","G5","Fields and pastures.","Forb/herb","Perennial"
72,"Sium suave","hemlock water parsnip","Apiaceae","Sium","suave","","Y",6,"N","Y","","OBL","S5","G5","Standing water in swamps, edges and backwaters of streams, and channels through marshes.  This species can grow in deep water.  Leaves in deep water are finely dissected.","Forb/herb","Perennial"
2987,"Smilax herbacea","common carrion flower","Smilacaceae","Smilax","herbacea","","Y",5,"N","Y","","FAC","S5","G5","Mesic forests, forest edges, and thickets. Plants in dense shade often are small and remain vegetative. Populations generally consist of only a few individuals or small patches.","Vine, Forb/herb","Perennial"
2988,"Smilax hispida","bristly greenbrier","Smilacaceae","Smilax","hispida","","Y",6,"N","Y","","FAC","S5","","Wet thickets, marshes, swamps, and mesic to wet forested sites. Populations are often relatively small in number.","Vine, Forb/herb","Perennial"
6669,"Smilax rotundifolia","common greenbrier","Smilacaceae","Smilax","rotundifolia","","Y",4,"N","Y","","FAC","S5","","In dry to wet forests and forest edges of a south affinity; dry thickets and roadsides. It does particularly well in warm successional forests where it can dominate the understory and climb into the canopy. This species often forms large impenetrable thickets.","Vine","Perennial"
6879,"Solanum carolinense var. carolinense","horse nettle","Solanaceae","Solanum","carolinense","var. carolinense","Y",0,"N","Y","","FACU","S5","","Roadsides, disturbed sites, pastures, successional fields, cultivated ground, floodplain forests, and thickets.","Herbaceous","Perennial"
3008,"Solanum emulans","eastern black nightshade","Solanaceae","Solanum","emulans","","Y",0,"N","Y","","FACU","S5","G5","Waste places, disturbed soils, roadsides, cultivated ground, pastures, successional fields, thickets, thin soils on bedrock, and ledges.","Forb/herb","Annual"
408,"Solidago altissima ssp. altissima","tall goldenrod","Asteraceae","Solidago","altissima","ssp. altissima","Y",1,"N","Y","","FACU","S5","","Successional fields, pastures, road banks, and disturbed soil. Sometimes occurring in disturbed soil in forested situations but clearly doing best in open areas. Forms dense patches in successional fields and is one of our most common goldenrods except in the northern part of the state.","Forb/herb","Perennial"
282,"Solidago arguta","cut-leaved goldenrod","Asteraceae","Solidago","arguta","","Y",6,"N","Y","","FACU","S5","G5","Dry-mesic to mesic deciduous forests often along the edge of trails, forest edges, and occasionally roadsides. Mainly in shaded dryish situations.","Forb/herb","Perennial"
283,"Solidago bicolor","silver rod","Asteraceae","Solidago","bicolor","","Y",6,"N","Y","","","S5","G5","Thin forests, woodlands and opening, edges of forests, roadside banks where the herbaceous vegetation is not tall or dense, and successional fields in dry to mesic often thin soils.  Does best without intense herbaceous competition.","Forb/herb","Perennial"
284,"Solidago caesia var. caesia","blue-stemmed goldenrod, wreath goldenrod","Asteraceae","Solidago","caesia","var. caesia","Y",6,"N","Y","","FACU","S5","G5","Forested slopes, forest edges, forested road banks, and shale talus in mesic to a little drier soils. Occurring almost entirely in shaded situations Solidago caesia can be quite abundant at a site although it usually does not occur in dense stands. ","Forb/herb","Perennial"
285,"Solidago canadensis var. canadensis","Canada goldenrod","Asteraceae","Solidago","canadensis","var. canadensis","Y",0,"N","Y","","FACU","S5","G5T5","Wet-mesic to dry-mesic successional fields, pastures, road banks, disturbed soil, clearings or openings in forests, and forests. In forested environments this species occurs in small numbers often in disturbed soils. It is a small somewhat less aggressive plant than S. altissima and prefers slightly wetter soils.","Forb/herb","Perennial"
267,"Solidago canadensis var. hargeri","Harger’s goldenrod","Asteraceae","Solidago","canadensis","var. hargeri","Y",0,"N","Y","","FACU","S5","G5T4T5","Successional fields, pastures, road banks, and disturbed soil. It occasionally occurs in forested environments in disturbed soils. ","Forb/herb","Perennial"
278,"Solidago flexicaulis","zigzag goldenrod","Asteraceae","Solidago","flexicaulis","","Y",6,"N","Y","","FACU","S5","G5","Rich mesic forests, forested road banks, edges of forests, and thickets. Prefers deep calcareous soils. Solidago flexicaulis is an understory herb of mesic forested environments. In the northern parts of NY it is more restricted to rich forests while in the southern parts of NY it grows in a wider variety of soils although still prefers the richer sites.","Forb/herb","Perennial"
261,"Solidago gigantea","swamp goldenrod","Asteraceae","Solidago","gigantea","","Y",3,"N","Y","","FACW","S5","G5","Swamps, wet forests, wet fields, and thickets. Solidago gigantea does best in saturated soils although it tolerates soils that are simply mesic, at least seasonally. It usually does not occur in dense stands.","Forb/herb","Perennial"
262,"Solidago hispida","hairy goldenrod","Asteraceae","Solidago","hispida","","Y",7,"N","Y","","","S4","G5","Dry to dry-mesic rocky forested slopes and woodlands, edges of forests, and bluffs. Grows where the herbaceous vegetation is not dense or tall. ","Forb/herb","Perennial"
266,"Solidago juncea","early goldenrod","Asteraceae","Solidago","juncea","","Y",3,"N","Y","","","S5","G5","Successional fields, edges of forests, woodlands, and road banks. Grows where the soils are thin. It does best in full light where the adjacent herbaceous vegetation is low in stature.","Forb/herb","Perennial"
229,"Solidago nemoralis ssp. nemoralis","gray goldenrod","Asteraceae","Solidago","nemoralis","ssp. nemoralis","Y",3,"N","Y","","","S5","G5","Woodlands, edges of forests, successional fields, bluffs, and road banks. Grows in dry to mesic thin poor soils but tends to do best in the drier sites. The adjacent herbaceous vegetation is thin and not tall.","Forb/herb","Perennial"
269,"Solidago odora","sweet goldenrod","Asteraceae","Solidago","odora","","Y",6,"N","Y","","","S4","G5","Roadsides, woodlands, and rocky openings. A more southern species occurring with us in only the more southern parts of NY.","Forb/herb","Perennial"
271,"Solidago patula","rough-leaved goldenrod","Asteraceae","Solidago","patula","","Y",7,"N","Y","","OBL","S5","G5","Rich swamps, fens, seepage areas in forests, and marshes. Restricted to saturated or seasonally inundated soils. It does best in rich more open environments but also occurs in fairly well shaded swamps.","Forb/herb","Perennial"
406,"Solidago rugosa var. rugosa","common wrinkle-leaved goldenrod","Asteraceae","Solidago","rugosa","var. rugosa","Y",1,"N","Y","","FAC","S5","G5T5","Successional fields, pastures, wet to mesic forests, swamps, and roadsides. A common widespread species it can form dense large patches in fields. It prefers at least slightly wetter than mesic soils although it grows in mesic conditions as well.","Forb/herb","Perennial"
